annotation_text,annotated_quote,annotation_location,category
"Shakespeare seems to employ a lot of sickness and disease-centered imagery, especially when talking about emotions. He tends to portray emotions as deadly or contagious diseases. Why do you think he does this? What is the purpose of using imagery with such a negative connotation? How can we relate this imagery to the current pandemic? Can we relate this connotation of emotions to gender roles? ","POLIXENES  I pray thee, good Camillo, be no more
  importunate. ’Tis a sickness denying thee anything,
  a death to grant this.",Act 4 Scene 2,None
What are the consequences of representing Hermione as a statue? How does this relate to gender and the differences between Shakespeare's characterizations of men vs women? Does Hermione's return at the end of the play relieve Leontes of any consequences of his actions? How does the statue imagery add to or take away from this?,[Hermione descends.],Act 5 Scene 3,None
"Conversation  Leader Post:  Hermoine's quick wit answer highlights the intensity of how common a philosophy it was during those times to consider women as diabolical. While Polixenes nostalgia and banter seems lighthearted, it highlights a deep rooted issues where women as a gender are objectified to merely sources of temptation and men get to grow up, and age and have a circle of life. The association of women with sin, devils, witches has been continuing right from Adam and Eve to Elizabethan era to Now times.  I would like to discuss this a group.",Your queen and I are devils,Act 1 Scene 2,Gender
"These lines foreshadow Perdita's royalty. Throughout the play Shakespeare never lets us forget about Perdita's royal blood. Everything about her mannerisms, dialogues, actions makes her stand out among the humble folk. I would like to discuss this as a group.","Does give a life—no shepherdess, but Flora
  Peering in April’s front. This your sheep-shearing
  Is as a meeting of the petty gods,
[5]  And you the queen on ’t.",Act 4 Scene 4,Class
"This is a racial comment.  It was a common belief at that time  that the Africans  were immoral and unfaithful. Black fabric means that the fabric has become weak , in this context it means false due to the chemicals used to make the black dye. How people are judged and people form opinions against them because of the color of their skin?  Is is even morally correct to form such prejudices?","But were they false
  As o’erdyed blacks,",Act 1 Scene 2,Race
"People worry about their honor, more than anything else. Similarly, Camillo asks Leontes to accept Hermione as his queen once everything settles and Polixenes leaves for Bohemia. Another reason could be that he doesn't want Hermione to suffer the wrath of Leontes that's why he makes a mention of the people and how Leontes can stop the rumors  being spread by them. ","Even for your son’s sake, and thereby for sealing
  The injury of tongues in courts and kingdoms
  Known and allied to yours.",Act 1 Scene 2,None
"Instead of referring to Polixenes by his name, he uses the place he hails from, to speak about him. What is the significance of place in ones life?",Bohemia,Act 1 Scene 2,Race
"What is the Shepherd's Son saying here, why is he speaking in so many contradictions?  This is Autolycus' last line of the play, how does this passage of dialogue indicate his future after the play ends?","And
  I’ll swear to the Prince thou art a tall fellow of thy
  hands and that thou wilt not be drunk; but I know
  thou art no tall fellow of thy hands and that thou
  wilt be drunk. But I’ll swear it, and I would thou
[180]  wouldst be a tall fellow of thy hands. 
AUTOLYCUS  I will prove so, sir, to my power. 
SHEPHERD’S SON  Ay, by any means prove a tall fellow. If
  I do not wonder how thou dar’st venture to be
  drunk, not being a tall fellow, trust me not.",Act 5 Scene 2,None
Why would time ask if it's allowed to pass? When does time ever care whether you want it to pass or not?,Your patience this allowing,Act 4 Scene 1,None
It has been now repeatedly remarked that Perdita's manners are far above than her station in life.,"This is the prettiest lowborn lass that ever
  Ran on the greensward. Nothing she does or seems
  But smacks of something greater than herself,
  Too noble for this place.",Act 4 Scene 4,
This is a nod to the events which occur later in the story. Does Paulina know here that the Queen is alive? Is she hiding something?,"We shall not marry till thou bid’st us. 
PAULINA   That
[105]  Shall be when your first queen’s again in breath,
  Never till then.",Act 5 Scene 1,None
"The poor child suffers because of the combat between the elders. She has no fault in anything, then why did she become a victim to it?  ""five5""","Hath made thy person for the thrower-out
  Of my poor babe, according to thine oath,
[35]  Places remote enough are in Bohemia.
  There weep, and leave it crying. And, for the babe
  Is counted lost forever, Perdita",Act 3 Scene 3,None
"Is Autolycus speaking as his true self here, or is he still in disguise? Does the Shepherd's Son recognize him as being the man who robbed him in the road? ","I humbly beseech you, sir, to pardon me all",Act 5 Scene 2,None
I think dramatic irony has been employed here. at this moment neither the shepherd nor Polixenes has any way of knowing that his words would in fact come true.,"Do light upon her, she shall bring him that
  Which he not dreams of.",Act 4 Scene 4,
What is the importance of Autolycus' character? Why introduce him? What is his role?,AUTOLYCUS,Act 4 Scene 3,None
Camillo takes a stand for Hermione. This shows his loyalty towards her. But he is bound by his obedience and can't stop Leontes to speak such harsh words against Hermione due to the position held by Leontes.,"I would not be a stander-by to hear
  My sovereign mistress clouded so without
  My present vengeance taken. ’Shrew my heart,
  You never spoke what did become you less
[345]  Than this, which to reiterate were sin
  As deep as that, though true.",Act 1 Scene 2,
"Given the heavy influence of fairytales in this play as well as the title, it feels really meta right now to be told a story within a story right now",Like an old tale still,Act 5 Scene 2,
how exactly does she come back to life then?,"Which I protest against—I am assisted
  By wicked powers.",Act 5 Scene 3,
